         12683048 function calls (12127051 primitive calls) in 18.546 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      104    0.011    0.000    4.549    0.044 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pygraphviz/agraph.py:1327(_run_prog)
     7595    0.011    0.000    0.015    0.000 {method 'decode' of 'bytes' objects}
     9049    0.011    0.000    0.017    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/compat/__init__.py:205(iteritems)
      104    0.011    0.000    1.232    0.012 /usr/lib/python3.6/subprocess.py:1208(_execute_child)
      658    0.011    0.000    1.753    0.003 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/networkx/drawing/nx_agraph.py:154(<dictcomp>)
    23426    0.011    0.000    0.011    0.000 {method 'update' of 'dict' objects}
     4756    0.011    0.000    0.040    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/internals.py:2298(__init__)
     3864    0.011    0.000    0.106    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/computation/ops.py:74(_resolve_name)
     8813    0.011    0.000    0.011    0.000 {method 'copy' of 'dict' objects}
      560    0.011    0.000    0.061    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/font_manager.py:1258(findfont)
      980    0.011    0.000    0.151    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/algorithms.py:384(isin)
     1801    0.011    0.000    0.027    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/internals.py:213(get_values)
     3864    0.011    0.000    0.045    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/computation/ops.py:83(update)
     9632    0.011    0.000    0.112    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/dtypes/common.py:1629(is_extension_type)
      105    0.011    0.000    0.011    0.000 {method 'close' of '_io.BufferedRandom' objects}
     1805    0.010    0.000    0.027    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/path.py:198(_update_values)
     1202    0.010    0.000    0.010    0.000 {pandas._libs.algos.take_2d_axis1_object_object}
     8829    0.010    0.000    0.029    0.000 {pandas._libs.lib.values_from_object}
     6762    0.010    0.000    0.089    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/computation/expr.py:26(tokenize_string)
      915    0.010    0.000    0.010    0.000 {pandas._libs.algos.take_2d_axis0_int64_int64}
      505    0.010    0.000    0.028    0.000 /usr/lib/python3.6/logging/__init__.py:251(__init__)
      240    0.010    0.000    0.019    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/scipy/optimize/_hungarian.py:270(_step6)
      503    0.010    0.000    0.026    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/dtypes/missing.py:189(_isna_ndarraylike)
     2909    0.010    0.000    0.010    0.000 {built-in method pandas._libs.lib.infer_datetimelike_array}
     1789    0.010    0.000    0.178    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/internals.py:3265(__init__)
    19512    0.010    0.000    0.016    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/common.py:86(_maybe_box_datetimelike)
    60186    0.010    0.000    0.010    0.000 {method 'items' of 'dict' objects}
     3577    0.010    0.000    0.017    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/py2neo/data.py:303(update)
28832/28751    0.010    0.000    0.010    0.000 {built-in method builtins.iter}
    17598    0.010    0.000    0.045    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:4914(_ensure_index)
    37052    0.010    0.000    0.022    0.000 /usr/lib/python3.6/encodings/utf_8.py:15(decode)
     6889    0.010    0.000    0.016    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/numpy/core/shape_base.py:11(atleast_1d)
     7127    0.010    0.000    0.021    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:920(_get_attributes_dict)
     7127    0.010    0.000    0.012    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:922(<dictcomp>)
    68256    0.010    0.000    0.010    0.000 {method 'rstrip' of 'str' objects}
     1589    0.009    0.000    0.029    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/internals.py:3488(_verify_integrity)
      909    0.009    0.000    1.919    0.002 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/neo4j/bolt/connection.py:292(_fetch)
     9686    0.009    0.000    0.067    0.000 {method 'any' of 'numpy.ndarray' objects}
    11005    0.009    0.000    0.013    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/series.py:405(name)
     1770    0.009    0.000    0.074    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/frame.py:334(__init__)
      322    0.009    0.000    0.066    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/sklearn/preprocessing/data.py:325(partial_fit)
      966    0.009    0.000    0.010    0.000 /usr/lib/python3.6/tokenize.py:280(compat)
     6762    0.009    0.000    0.009    0.000 {method 'union' of 'set' objects}
15867/15863    0.009    0.000    0.013    0.000 /home/stefan/PycharmProjects/Sokrates3.1/littletools/dict_tools.py:116(update)
     3864    0.009    0.000    0.027    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/computation/scope.py:196(swapkey)
     2385    0.009    0.000    0.015    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/dtypes/common.py:1170(is_datetime_or_timedelta_dtype)
    10032    0.009    0.000    0.018    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/backends/backend_svg.py:87(escape_attrib)
     2488    0.009    0.000    0.018    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/numpy/core/numeric.py:2491(seterr)
     1409    0.009    0.000    0.083    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/series.py:764(__getitem__)
    20067    0.009    0.000    0.025    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/frame.py:1095(<genexpr>)
     4269    0.009    0.000    0.009    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/bezier.py:296(_f)
    12610    0.009    0.000    0.049    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/dtypes/common.py:195(is_categorical)
      947    0.009    0.000    0.077    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/indexes/range.py:260(_shallow_copy)
    13502    0.009    0.000    0.016    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/backends/backend_svg.py:76(escape_cdata)
       54    0.009    0.000    1.853    0.034 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/networkx/drawing/nx_agraph.py:112(to_agraph)
     1964    0.008    0.000    0.075    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/algorithms.py:48(_ensure_data)
      411    0.008    0.000    1.704    0.004 /home/stefan/PycharmProjects/Sokrates3.1/CursorilyLogician.py:391(add_determined_expression)
      405    0.008    0.000    0.062    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/lines.py:290(__init__)
     6544    0.008    0.000    0.011    0.000 <frozen importlib._bootstrap>:416(parent)
      208    0.008    0.000    0.019    0.000 /usr/lib/python3.6/threading.py:757(__init__)
    10471    0.008    0.000    0.035    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/dtypes/common.py:477(is_interval_dtype)
4821/2727    0.008    0.000    0.013    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/transforms.py:142(_invalidate_internal)
     7616    0.008    0.000    0.025    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/dtypes/common.py:332(is_datetime64_dtype)
     2277    0.008    0.000    0.049    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pygraphviz/agraph.py:1675(__new__)
      784    0.008    0.000    0.660    0.001 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/numpy/core/arrayprint.py:812(__init__)
     3864    0.008    0.000    0.036    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/computation/scope.py:158(resolve)
      322    0.008    0.000    0.012    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/numpy/lib/stride_tricks.py:38(as_strided)
      966    0.008    0.000    0.108    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/compat/__init__.py:130(lmap)
      186    0.008    0.000    0.008    0.000 {method 'write' of '_io.BufferedRandom' objects}
    25521    0.008    0.000    0.028    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/internals.py:3309(<genexpr>)
     6936    0.008    0.000    0.022    0.000 src/lxml/serializer.pxi:1053(element)
     3449    0.008    0.000    0.017    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/internals.py:3315(set_axis)
     5887    0.008    0.000    0.011    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/generic.py:377(_get_axis_name)
      373    0.008    0.000    0.009    0.000 {built-in method matplotlib._path.convert_to_string}
    20108    0.008    0.000    0.008    0.000 {built-in method builtins.ord}
     1409    0.008    0.000    0.040    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:3090(get_value)
        1    0.008    0.008    0.103    0.103 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/io/excel.py:1372(write_cells)
      110    0.008    0.000    0.245    0.002 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/backends/backend_svg.py:880(_draw_text_as_path)
     9880    0.008    0.000    0.008    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/transforms.py:88(__init__)
     1634    0.008    0.000    0.008    0.000 {pandas._libs.lib.infer_dtype}
      418    0.008    0.000    2.124    0.005 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/py2neo/database.py:839(run)
 2297/632    0.007    0.000    0.022    0.000 /usr/lib/python3.6/abc.py:196(__subclasscheck__)
      966    0.007    0.000    0.044    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/computation/ops.py:206(has_invalid_return_type)
      477    0.007    0.000    0.026    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pygraphviz/agraph.py:424(add_edge)
     3864    0.007    0.000    0.009    0.000 /usr/lib/python3.6/collections/__init__.py:877(__getitem__)
     1714    0.007    0.000    0.165    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:2179(take)
1981/1037    0.007    0.000    0.023    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/transforms.py:2498(get_affine)
      505    0.007    0.000    0.007    0.000 /usr/lib/python3.6/logging/__init__.py:390(format)
    10971    0.007    0.000    0.007    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/internals.py:127(_check_ndim)
     3519    0.007    0.000    0.213    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/py2neo/internal/packstream.py:87(<dictcomp>)
     5508    0.007    0.000    0.023    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/scipy/spatial/distance.py:323(_validate_vector)
     1975    0.007    0.000    0.112    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:2067(__getitem__)
      787    0.007    0.000    0.065    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/dtypes/cast.py:1093(find_common_type)
        1    0.007    0.007    0.057    0.057 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/openpyxl/utils/cell.py:1(<module>)
     6936    0.007    0.000    0.018    0.000 src/lxml/serializer.pxi:1089(_write_start_element)
     3864    0.007    0.000    0.026    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/computation/ops.py:126(is_datetime)
      980    0.007    0.000    0.662    0.001 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/indexing.py:1854(_getitem_axis)
     1608    0.007    0.000    0.009    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/font_manager.py:1207(score_weight)
     1932    0.007    0.000    0.052    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/computation/scope.py:261(add_tmp)
     4030    0.007    0.000    0.014    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/generic.py:4345(__finalize__)
      418    0.007    0.000    0.049    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/neo4j/v1/api.py:505(_run)
     2360    0.007    0.000    0.012    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/dtypes/dtypes.py:401(__new__)
     1608    0.007    0.000    0.008    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/font_manager.py:1189(score_stretch)
     4414    0.007    0.000    0.048    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/internals.py:269(make_block_same_class)
     2634    0.007    0.000    0.028    0.000 /usr/lib/python3.6/_collections_abc.py:824(update)
     1944    0.007    0.000    0.063    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/dtypes/missing.py:376(array_equivalent)
      208    0.007    0.000    0.007    0.000 {built-in method _thread.start_new_thread}
      898    0.007    0.000    0.043    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/numpy/lib/arraysetops.py:301(intersect1d)
     1061    0.007    0.000    0.011    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/artist.py:87(__init__)
     3521    0.007    0.000    0.056    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/textpath.py:67(_get_char_id)
      182    0.007    0.000    0.568    0.003 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/text.py:691(draw)
    20445    0.007    0.000    0.007    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/py2neo/data.py:285(__setitem__)
      836    0.007    0.000    0.016    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/neo4j/v1/types/__init__.py:241(__init__)
     8057    0.007    0.000    0.007    0.000 {built-in method _graphviz.agnode}
    16422    0.007    0.000    0.010    0.000 /usr/lib/python3.6/ast.py:166(iter_fields)
     1590    0.007    0.000    0.054    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/base.py:893(tolist)
     7728    0.007    0.000    0.012    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/computation/ops.py:61(local_name)
     2497    0.007    0.000    0.025    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/common.py:100(is_bool_indexer)
      780    0.007    0.000    0.017    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/path.py:363(iter_segments)
    43601    0.007    0.000    0.009    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/numpy/core/arrayprint.py:898(<genexpr>)
      966    0.007    0.000    0.854    0.001 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/computation/expr.py:731(__init__)
     1021    0.007    0.000    0.013    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/dtypes/cast.py:1207(construct_1d_object_array_from_listlike)
    10658    0.007    0.000    0.007    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/series.py:391(_set_subtyp)
     3864    0.007    0.000    0.009    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/computation/ops.py:46(__new__)
     9286    0.007    0.000    0.011    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/six.py:586(iteritems)
      966    0.007    0.000    0.621    0.001 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/computation/expr.py:329(visit_Expr)
